customerID,gender,SeniorCitizen,Partner,Dependents,Day,year,month
9359-JANWS,Female,,Yes,No,30,2002,3
7517-SAWMO,Female,,Yes,No,8,2009,1
4143-HHPMK,Male,,No,No,19,1997,3
3279-DYZQM,Male,,Yes,Yes,2,1989,11
7054-LGEQW,Female,,No,No,18,2002,10
0523-VNGTF,Female,,No,No,3,1998,5
9575-IWCAZ,Male,,Yes,No,15,1983,3
7105-MXJLL,Female,,Yes,No,16,2011,7
7064-FRRSW,Male,,No,No,22,2007,6
7940-UQQUG,Female,,Yes,Yes,29,1992,10
0923-PNFUB,Female,,No,No,24,2005,4
3961-SXAXY,Male,,No,No,15,2010,12
7010-BRBUU,Male,,Yes,Yes,14,2001,7
3566-HJGPK,Male,,No,No,16,2004,1
3062-ICYZQ,Female,,Yes,Yes,23,2008,1
9938-PRCVK,Female,,Yes,Yes,6,1993,11
0973-KYVNF,Female,,Yes,Yes,7,2006,3
5129-HHMZC,Female,,Yes,No,10,1982,4
9637-CDTKZ,Male,,Yes,No,29,2010,7
3946-JEWRQ,Male,,Yes,No,16,1991,12
7873-CVMAW,Male,,No,No,27,1997,1
0463-WZZKO,Male,,No,No,2,1996,5
3494-JCHRQ,Male,,No,No,11,2000,1
6474-FVJLC,Male,,No,No,21,1995,5
4524-QCSSM,Male,,No,No,7,1994,12
5832-EXGTT,Male,,Yes,Yes,20,2007,7
8840-DQLGN,Female,,Yes,No,29,1990,10
2039-JONDJ,Male,,No,No,25,1983,8
7217-JYHOQ,Male,,Yes,Yes,11,1996,2
6695-FRVEC,Male,,Yes,Yes,13,2011,11
4547-LYTDD,Female,,No,No,29,1989,2
9894-QMIMJ,Female,,No,No,8,1988,12
8069-YQQAJ,Male,,No,No,3,2001,6
6770-XUAGN,Female,,Yes,Yes,20,2000,4
4193-ORFCL,Female,,No,No,27,2006,11
1636-NTNCO,Male,,No,No,8,1995,4
3466-WAESX,Male,,No,Yes,15,1994,9
9281-PKKZE,Female,,Yes,No,30,1987,5
3638-VBZTA,Male,,No,Yes,23,2005,3
7459-IMVYU,Male,,No,No,1,1983,3
7776-QWNFX,Male,,Yes,No,14,2004,12
6689-TCZHQ,Female,,No,No,7,1999,11
8563-OYMQY,Male,,No,No,4,2001,12
0754-EEBDC,Male,,Yes,Yes,9,2003,10
5777-ZPQNC,Female,,No,No,29,1988,4
1951-IEYXM,Male,,Yes,Yes,5,1999,11
3318-NMQXL,Male,,No,No,29,2011,7
3143-ILDAL,Male,,No,No,3,2004,5
1022-RKXDR,Female,,No,No,14,2012,3
2361-FJWNO,Male,,No,No,26,2011,10
2272-UOINI,Female,,No,No,11,2001,9
8232-UTFOZ,Male,,No,No,23,1986,12
3750-YHRYO,Male,,Yes,Yes,18,1997,4
6637-KYRCV,Female,,Yes,Yes,25,2004,9
5668-MEISB,Female,,Yes,Yes,9,1983,9
0129-QMPDR,Male,,Yes,Yes,5,1994,7
7188-CBBBA,Female,,No,No,22,2008,9
5356-CSVSQ,Female,,No,No,13,1988,11
3221-CJMSG,Male,,No,No,10,1985,4
4720-VSTSI,Female,,No,No,21,1984,11
3219-JQRSL,Female,,Yes,No,3,1986,3
2801-NISEI,Male,,No,No,30,2003,12
3946-MHCZW,Male,,No,No,27,2002,4
4623-ZKHLY,Male,,Yes,No,7,2001,5
6732-VAILE,Male,,Yes,Yes,7,1989,5
8201-AAXCB,Male,,Yes,Yes,29,1995,11
7696-CFTAT,Male,,Yes,Yes,25,2009,12
1845-CSBRZ,Female,,Yes,Yes,6,1985,12
2123-VSCOT,Female,,Yes,Yes,7,2012,1
6651-AZVTJ,Male,,Yes,Yes,1,2012,3
4566-GOLUK,Male,,Yes,Yes,27,1982,11
2484-DGXPZ,Female,,Yes,Yes,15,1995,1
2018-QKYGT,Male,,Yes,Yes,24,1993,4
2792-VPPET,Male,,No,No,17,1987,7
7409-JURKQ,Female,,Yes,No,1,1991,3
3247-MHJKM,Male,,No,No,15,1997,6
1964-SVLEA,Male,,No,No,14,1983,3
4587-NUKOX,Female,,No,No,1,2005,8
7297-DVYGA,Female,,No,No,15,1991,9
2239-CGBUZ,Female,,Yes,No,3,1993,12
0854-UYHZD,Female,,Yes,Yes,27,2007,3
7243-LCGGZ,Female,,No,No,19,1996,4
8267-KFGYD,Male,,No,Yes,8,2005,3
4890-VMUAV,Male,,No,No,10,2012,9
9261-WDCAF,Male,,No,No,25,2003,3
3764-MNMOI,Male,,No,No,28,1996,1
7442-YGZFK,Male,,No,No,10,2006,3
0420-BWTPW,Male,,No,Yes,24,1986,6
8229-BUJHX,Female,,Yes,Yes,14,2011,4
7449-HVPIV,Male,,Yes,Yes,30,1986,12
5504-WSIUR,Female,,No,No,17,1989,5
8183-ONMXC,Female,,No,No,9,2009,9
8466-PZBLH,Male,,Yes,Yes,22,2001,7
9614-RMGHA,Male,,Yes,No,8,2008,11
8735-IJJEG,Male,,Yes,No,20,2004,1
0564-MUUQK,Female,,Yes,Yes,5,1998,11
5054-IEXZT,Male,,No,Yes,1,1992,10
5834-ASPWA,Male,,No,No,12,2009,7
0701-RFGFI,Female,,Yes,Yes,15,1987,12
0019-EFAEP,Female,,No,No,19,2011,7
5619-PTMIK,Female,,Yes,No,16,2003,2
3737-XBQDD,Male,,No,No,3,2012,5
5882-CMAZQ,Female,,Yes,Yes,20,2001,5
5846-QFDFI,Female,,Yes,Yes,18,2007,3
4445-KWOKW,Female,,No,No,7,1989,5
3511-APPBJ,Male,,No,No,13,1989,9
7967-HYCDE,Male,,No,No,19,2012,11
2430-RRYUW,Male,,No,No,13,1986,12
3948-XHGNA,Male,,No,No,24,1985,2
3723-BFBGR,Male,,No,No,16,1993,2
0565-IYCGT,Male,,No,No,26,2012,4
5447-WZAFP,Female,,No,No,1,1989,7
5110-CHOPY,Female,,No,No,16,1984,2
5445-UTODQ,Female,,Yes,No,27,1982,2
4425-OWHWB,Female,,No,No,29,2012,2
7892-QVYKW,Female,,Yes,Yes,10,1995,10
9675-ICXCT,Male,,Yes,Yes,22,2000,6
1024-VRZHF,Male,,Yes,No,12,2012,1
4703-MQYKT,Male,,No,No,11,2011,6
9497-QCMMS,Male,,No,No,20,2006,10
5692-ICXLW,Male,,No,No,6,1990,3
0602-DDUML,Female,,No,No,16,2008,5
2208-MPXIO,Female,,Yes,Yes,9,1984,10
1960-UYCNN,Male,,No,No,29,1988,5
0348-SDKOL,Female,,Yes,No,4,1993,12
3190-FZATL,Male,,No,Yes,15,1987,11
7336-RLLRH,Male,,Yes,No,4,1994,8
4373-MAVJG,Female,,Yes,Yes,6,1996,11
8901-HJXTF,Female,,Yes,Yes,4,2006,11
7710-JSYOA,Female,,Yes,Yes,26,2000,5
5419-KLXBN,Female,,Yes,Yes,18,2003,10
3424-NMNBO,Male,,Yes,No,13,2003,4
9885-MFVSU,Female,,Yes,Yes,18,1996,9
4514-GFCFI,Female,,No,No,20,1982,4
0607-MVMGC,Male,,Yes,Yes,20,1980,5
3365-SAIGS,Female,,No,No,29,2006,1
9828-AOQLM,Female,,Yes,Yes,29,1995,12
8022-BECSI,Male,,No,No,1,1983,7
8000-REIQB,Female,,No,No,17,1994,10
9993-LHIEB,Male,,Yes,Yes,25,2009,10
0266-CLZKZ,Female,,Yes,Yes,1,2005,12
7615-ESMYF,Female,,Yes,No,26,1986,2
3858-VOBET,Male,,No,No,1,2010,5
7020-OZKXZ,Female,,No,No,14,1983,1
3977-QCRSL,Female,,No,No,27,2000,4
0017-DINOC,Male,,No,No,4,1988,5
1447-PJGGA,Female,,No,No,19,2002,6
8565-CLBZW,Male,,No,No,10,1988,2
9139-WQQDY,Female,,Yes,Yes,22,2005,1
0224-HJAPT,Male,,No,No,19,1991,3
8086-OVPWV,Male,,No,No,10,2004,1
9430-FRQOC,Female,,No,Yes,9,2012,7
7639-OPLNG,Male,,Yes,Yes,25,2001,5
3074-GQWYX,Male,,No,No,22,1991,1
1492-QGCLU,Male,,Yes,Yes,21,2012,2
6845-RGTYS,Female,,Yes,No,3,2009,12
7328-OWMOM,Female,,No,Yes,3,2001,3
4418-LZMSV,Male,,Yes,Yes,4,1987,10
5155-AZQPB,Female,,Yes,Yes,16,1993,4
8861-HGGKB,Female,,No,No,18,2007,7
1087-GRUYI,Male,,Yes,No,7,2001,1
7065-YUNRY,Female,,No,No,7,1993,2
7694-VLBWQ,Male,,Yes,No,24,1980,11
2546-KZAAT,Male,,Yes,No,30,2005,9
0181-RITDD,Male,,Yes,Yes,26,1994,4
5989-PGKJB,Female,,No,No,2,2011,9
4795-KTRTH,Female,,Yes,No,20,1983,9
8272-ONJLV,Male,,No,No,21,1992,9
1488-PBLJN,Female,,Yes,Yes,12,2000,5
0308-GIQJT,Male,,No,No,11,1987,10
3778-FOAQW,Female,,Yes,No,12,1986,3
4452-ROHMO,Female,,No,No,9,2007,9
6481-OGDOO,Male,,Yes,No,3,2010,3
3090-LETTY,Male,,No,Yes,7,1997,7
5349-AZPEW,Female,,Yes,Yes,4,1990,5
3753-TSEMP,Female,,Yes,No,1,1995,9
8305-VHZBZ,Male,,No,No,6,1993,6
9720-JJJOR,Male,,Yes,Yes,19,1996,11
8100-HZZLJ,Female,,No,Yes,28,1984,3
8775-ERLNB,Male,,Yes,No,4,2008,2
8309-IEYJD,Female,,No,No,12,2004,3
9172-JITSM,Female,,Yes,Yes,27,2001,1
6298-QDFNH,Male,,No,No,26,1984,9
7398-HPYZQ,Male,,Yes,No,2,2004,9
3546-GHEAE,Male,,No,No,23,1994,11
7361-YPXFS,Female,,No,No,2,1990,7
6557-BZXLQ,Male,,No,No,18,2012,4
2550-QHZGP,Male,,No,No,9,1981,3
7519-JTWQH,Female,,No,No,7,2008,9
2538-OIMXF,Female,,No,Yes,26,1990,12
8543-MSDMF,Male,,No,No,27,1987,8
9961-JBNMK,Male,,No,No,3,2011,9
1170-SASML,Female,,Yes,No,21,1988,3
4872-JCVCA,Female,,Yes,No,22,1992,11
5346-BZCHP,Female,,Yes,Yes,28,1986,10
2038-LLMLM,Female,,No,No,24,1991,7
6173-ITPWD,Male,,Yes,No,15,1987,4
9734-UYXQI,Female,,No,No,8,2011,5
1216-BGTSP,Male,,No,No,22,2011,2
4138-NAXED,Male,,No,No,18,1982,4
2189-UXTKY,Female,,Yes,No,29,1982,11
0744-BIKKF,Male,,No,No,27,1998,10
7483-IQWIB,Male,,Yes,Yes,25,1985,7
5248-KWLAR,Male,,Yes,Yes,21,1989,5
4958-GZWIY,Male,,Yes,Yes,5,1992,11
7996-MHXLW,Female,,No,No,22,1991,7
7833-PKIHD,Male,,Yes,Yes,20,1996,7
7061-OVMIM,Female,,Yes,Yes,27,1994,10
5153-RTHKF,Female,,No,No,30,2000,9
1852-QSWCD,Male,,Yes,Yes,6,1987,3
4832-VRBMR,Male,,Yes,No,16,2008,7
9079-LWTFD,Male,,No,No,15,2000,7
6356-ELRKD,Female,,No,No,17,1983,3
8624-GIOUT,Female,,No,No,13,2010,12
3392-EHMNK,Female,,Yes,Yes,23,1991,8
5986-WWXDV,Male,,No,Yes,6,1997,11
3061-BCKYI,Male,,No,No,12,2007,5
6179-GJPSO,Female,,No,No,23,2009,9
7901-TBKJX,Male,,No,No,15,2007,12
7228-PAQPD,Female,,No,No,19,1997,6
3177-LASXD,Female,,No,No,10,1990,4
7746-QYVCO,Male,,Yes,Yes,11,1987,9
5804-HYIEZ,Male,,Yes,Yes,2,2012,5
9919-FZDED,Male,,Yes,No,23,1996,11
5934-TSSAU,Female,,Yes,Yes,30,1994,2
3486-KHMLI,Male,,No,Yes,5,2006,10
4897-QSUYC,Female,,No,No,4,2000,6
1084-UQCHV,Male,,No,Yes,12,1997,3
8290-YWKHZ,Female,,Yes,No,14,1984,1
2955-BJZHG,Male,,Yes,Yes,11,2012,11
3806-DXQOM,Female,,No,No,27,1999,3
6784-XYJAE,Female,,No,No,27,2001,11
3933-DQPWX,Female,,No,No,18,1994,5
6661-EIPZC,Female,,Yes,Yes,11,1991,4
8957-THMOA,Female,,No,Yes,18,1988,10
2251-PYLPB,Male,,Yes,No,22,1986,1
5555-RNPGT,Male,,No,Yes,11,1991,8
1057-FOGLZ,Female,,No,No,11,1999,7
9300-RENDD,Male,,No,No,15,1981,12
0761-AETCS,Female,,No,No,22,1996,4
8087-LGYHQ,Male,,No,No,9,1983,9
4137-BTIKL,Male,,No,No,11,1990,4
2190-BCXEC,Female,,Yes,No,18,1994,10
6227-FBDXH,Male,,Yes,No,29,1982,2
2153-MREFK,Female,,Yes,No,10,1994,12
2911-WDXMV,Male,,No,Yes,3,1990,11
7206-PQBBZ,Male,,Yes,No,8,1991,5
3106-ULWFW,Female,,Yes,No,24,1984,6
0925-VYDLG,Female,,No,No,17,1993,6
4547-FZJWE,Male,,Yes,Yes,24,1997,9
7422-WNBTY,Male,,Yes,No,27,2011,2
0842-IWYCP,Female,,No,No,9,2005,10
3521-HTQTV,Male,,No,No,12,1993,3
3744-ZBHON,Female,,No,No,7,1992,6
3373-DIUUN,Male,,Yes,Yes,29,1983,6
8383-SGHJU,Female,,No,No,19,2006,5
7607-QKKTJ,Male,,Yes,Yes,13,2000,8
7707-PYBBH,Male,,No,No,26,1999,9
8984-HPEMB,Female,,No,No,1,2005,8
4349-GFQHK,Male,,No,No,13,1991,11
4139-DETXS,Female,,Yes,Yes,27,2002,11
9779-DPNEJ,Female,,Yes,Yes,12,2006,4
9805-FILKB,Male,,Yes,Yes,13,2000,2
5793-YOLJN,Female,,Yes,Yes,12,1996,8
0673-IGUQO,Male,,No,No,15,2005,6
4123-FCVCB,Female,,No,No,16,2003,10
8819-IMISP,Male,,No,No,5,1982,9
7802-EFKNY,Male,,Yes,No,28,1980,10
8311-UEUAB,Female,,Yes,Yes,23,1982,7
5858-EAFCZ,Male,,No,No,6,1998,6
8035-BUYVG,Male,,Yes,No,17,1999,9
1163-ONYEY,Male,,Yes,Yes,12,2009,11
9787-XVQIU,Male,,No,No,2,2005,11
8945-MUQUF,Male,,No,No,20,2007,12
5656-MJEFC,Male,,Yes,Yes,2,1991,3
6082-OQFBA,Male,,Yes,Yes,27,1990,1
8051-HJRLT,Female,,No,No,18,1996,10
8974-OVACP,Female,,No,No,2,1982,9
4010-YLMVT,Female,,No,No,5,2009,11
1379-FRVEB,Male,,No,Yes,13,1989,11
8612-GXIDD,Male,,Yes,Yes,8,1991,10
6288-CHQJB,Female,,Yes,Yes,28,1983,11
8160-HOWOX,Female,,No,No,9,1990,6
3023-GFLBR,Female,,Yes,Yes,21,1991,5
6648-INWPS,Male,,Yes,Yes,3,2004,6
4223-BKEOR,Female,,No,Yes,7,1992,2
4079-VTGLK,Male,,Yes,No,27,1995,2
1763-WQFUK,Male,,No,No,26,2009,4
1391-UBDAR,Male,,No,No,21,1995,6
8894-JVDCV,Female,,No,No,11,2005,2
2023-VQFDL,Male,,No,No,22,1994,5
1345-GKDZZ,Male,,No,Yes,16,2001,8
2014-MKGMH,Female,,No,No,21,1995,7
5628-FCGYG,Male,,No,No,5,2009,9
2560-WBWXF,Male,,No,No,24,1987,11
0248-IPDFW,Female,,No,No,27,2009,2
7978-DKUQH,Female,,Yes,No,20,1994,9
4335-UPJSI,Female,,No,Yes,15,1995,5
0524-IAVZO,Female,,Yes,No,24,1994,12
2737-YNGYW,Female,,No,No,5,2000,1
1784-EZDKJ,Male,,Yes,No,1,1998,6
9297-FVVDH,Female,,Yes,Yes,25,1994,11
8007-YYPWD,Female,,No,No,8,1982,11
7101-HRBLJ,Female,,Yes,Yes,8,2006,9
5159-YFPKQ,Female,,No,No,26,1985,7
6635-CPNUN,Male,,Yes,No,27,1997,10
4021-RQSNY,Male,,Yes,No,8,2002,4
5453-YBTWV,Male,,Yes,Yes,14,2001,1
5039-LZRQT,Female,,No,No,9,1988,3
2931-VUVJN,Female,,Yes,No,18,1988,11
9061-TIHDA,Male,,Yes,No,26,1985,3
8699-ASUFO,Male,,Yes,No,27,2008,2
6418-PIQSP,Female,,Yes,No,17,1983,12
8220-OCUFY,Female,,No,No,17,1984,12
3995-WFCSM,Female,,No,No,11,1988,8
1895-QTKDO,Female,,No,No,4,1991,6
2038-OEQZH,Male,,No,No,22,1981,5
1178-PZGAB,Female,,No,No,1,1984,11
7927-AUXBZ,Female,,No,No,22,1998,1
2626-VEEWG,Male,,Yes,Yes,18,1994,9
2878-RMWXY,Male,,Yes,No,27,1995,7
1657-DYMBM,Male,,Yes,No,27,2012,4
7311-MQJCH,Female,,No,No,22,2006,2
7375-WMVMT,Male,,Yes,No,28,1999,11
1136-XGEQU,Female,,Yes,Yes,15,2012,6
2530-FMFXO,Male,,Yes,Yes,17,2003,10
6844-DZKRF,Male,,No,No,8,1985,4
4695-WJZUE,Female,,No,No,9,1991,7
7619-ODSGN,Male,,Yes,Yes,20,2000,9
5970-GHJAW,Male,,Yes,Yes,8,2004,1
8879-XUAHX,Male,,Yes,No,28,1991,7
3689-MOZGR,Female,,No,No,30,2000,9
4195-PNGZS,Male,,Yes,Yes,2,1991,6
5003-XZWWO,Male,,Yes,No,18,1992,3
3988-RQIXO,Female,,No,No,14,1998,12
7622-FWGEW,Male,,Yes,No,4,2009,11
6922-NCEDI,Male,,No,Yes,18,1998,4
2514-GINMM,Male,,No,No,3,2002,10
9891-NQDBD,Female,,Yes,No,19,1980,10
6131-IUNXN,Female,,Yes,Yes,1,2005,5
8548-AWOFC,Male,,Yes,No,21,1993,5
9798-DRYDS,Female,,Yes,Yes,26,1990,11
8532-UEFWH,Male,,Yes,Yes,13,1982,11
6296-DDOOR,Female,,No,No,15,1990,7
7951-VRDVK,Female,,No,No,28,1991,11
5931-FLJJF,Male,,Yes,No,12,2001,2
4815-YOSUK,Male,,Yes,Yes,16,1989,8
2659-VXMWZ,Male,,Yes,Yes,25,2005,3
0380-NEAVX,Male,,No,No,27,2000,7
3207-OYBWH,Male,,Yes,No,18,2010,5
4285-GYRQC,Female,,Yes,No,17,2012,2
7216-EWTRS,Female,,Yes,No,14,1987,6
4365-MSDYN,Male,,Yes,No,5,1999,3
7036-TYDEC,Female,,No,No,30,2010,1
5802-ADBRC,Female,,Yes,No,24,1986,8
8076-FEZKJ,Male,,No,No,19,1987,5
5197-YPYBZ,Female,,Yes,Yes,30,1993,8
8337-MSSXB,Female,,No,No,23,1993,11
4312-GVYNH,Female,,Yes,No,23,1999,7
8495-LJDFO,Female,,No,No,12,1987,11
0839-JTCUD,Female,,Yes,Yes,11,1980,6
5494-WOZRZ,Female,,Yes,Yes,11,1988,9
1302-UHBDD,Male,,No,No,28,1985,9
2234-EOFPT,Male,,Yes,No,13,1996,5
8619-IJNDK,Female,,Yes,Yes,9,1993,9
8378-LKJAF,Male,,Yes,Yes,8,2005,3
8182-BJDSI,Female,,No,No,23,1988,8
2528-HFYZX,Male,,Yes,No,26,1980,6
1153-GNOLC,Male,,No,No,22,1984,7
3298-QEICA,Female,,Yes,Yes,15,2003,2
0788-DXBFY,Male,,Yes,Yes,16,2012,5
3597-YASZG,Female,,Yes,No,23,1992,11
3496-LFSZU,Male,,Yes,No,20,1999,12
5242-UOWHD,Male,,Yes,Yes,30,2012,8
2482-CZGBB,Male,,No,No,18,1989,1
6479-SZPLM,Male,,Yes,Yes,1,2010,9
8097-VBQTZ,Male,,No,No,24,1999,7
4500-HKANN,Male,,Yes,Yes,21,2006,9
9917-KWRBE,Female,,Yes,Yes,27,1984,11
3420-ZDBMA,Male,,No,No,23,2006,8
2212-LYASK,Male,,Yes,Yes,10,1990,9
1393-IMKZG,Female,,No,No,13,1981,6
8069-RHUXK,Female,,Yes,Yes,29,1986,8
3398-GCPMU,Female,,Yes,Yes,18,2000,8
2908-WGAXL,Female,,Yes,Yes,30,2008,2
3378-AJRAO,Male,,Yes,Yes,14,1988,6
1013-QCWAM,Female,,Yes,No,21,1984,9
0866-QLSIR,Female,,No,No,23,1999,7
6050-FFXES,Female,,Yes,No,12,2002,8
7181-BQYBV,Female,,Yes,Yes,4,1997,4
0362-RAOQO,Female,,No,No,2,2004,9
9554-DFKIC,Male,,Yes,Yes,25,2007,11
5527-ACHSO,Female,,No,No,25,1992,3
0829-DDVLK,Female,,No,No,22,1997,8
1399-UBQIU,Male,,No,No,27,2009,2
1813-JLKWR,Female,,Yes,Yes,24,1999,8
0336-PIKEI,Male,,Yes,No,3,1980,8
7322-OCWHC,Male,,Yes,No,18,2009,5
9537-VHDTA,Female,,No,Yes,16,2012,9
4957-TIALW,Female,,No,Yes,22,1987,7
2054-PJOCK,Female,,No,No,12,2011,1
9150-HEPMB,Male,,No,No,5,1993,11
9030-QGZNL,Female,,No,No,23,1997,9
6204-IEUXJ,Female,,No,No,16,2008,10
3126-WQMGH,Female,,Yes,No,17,2012,8
4529-CKBCL,Female,,No,No,8,2004,7
2506-CLAKW,Female,,No,No,15,1993,11
7176-WRTNX,Male,,No,No,17,1981,8
1583-IHQZE,Male,,No,No,21,1989,12
5732-IKGQH,Male,,Yes,No,27,1990,6
9239-GZHZE,Female,,Yes,No,23,1996,2
7205-BAIAD,Female,,No,No,23,1985,7
0151-ONTOV,Female,,No,No,26,2009,10
4140-MUHUG,Female,,No,No,24,2009,11
0093-EXYQL,Female,,No,No,10,2001,7
8064-RAVOH,Male,,No,Yes,27,1984,2
0219-QAERP,Male,,Yes,No,15,2002,12
0320-JDNQG,Male,,Yes,Yes,2,2006,2
7180-PISOG,Male,,Yes,Yes,15,2003,1
9168-INPSZ,Female,,Yes,No,16,1991,3
3571-RFHAR,Male,,No,No,10,2010,3
0015-UOCOJ,Female,,No,No,23,1986,9
5334-AFQJB,Male,,No,No,17,1991,5
2754-SDJRD,Female,,No,No,29,2004,10
9578-VRMNM,Female,,No,No,7,1996,4
1587-FKLZB,Male,,Yes,Yes,24,2002,1
6140-QNRQQ,Male,,No,No,22,1995,7
8963-JLGJT,Male,,No,Yes,22,2009,5
4307-KTUMW,Male,,Yes,No,25,2004,10
1465-LNTLJ,Male,,Yes,No,10,2008,2
5440-FLBQG,Male,,Yes,No,10,2004,8
2135-DQWAQ,Female,,No,No,13,2002,10
4056-QHXHZ,Female,,Yes,Yes,24,1986,9
7470-MCQTK,Female,,Yes,No,23,1998,1
7488-MXJIV,Female,,No,No,20,2011,9
7401-JIXNM,Female,,Yes,Yes,1,2002,10
9339-FIIJL,Male,,Yes,No,24,2010,9
2027-FECZV,Male,,No,No,3,2011,6
2672-DZUOY,Male,,No,No,14,1983,3
4706-DGAHW,Male,,No,No,10,1986,4
3870-MQAMG,Female,,Yes,No,2,1984,3
6670-MFRPK,Male,,Yes,Yes,6,2005,5
6177-PEVRA,Female,,No,No,8,1988,7
4800-CZMPC,Female,,Yes,Yes,4,1997,6
4813-HQMGZ,Female,,Yes,No,9,2005,1
7579-KKLOE,Male,,Yes,Yes,16,1982,6
7377-DMMRI,Male,,No,No,22,1981,1
8402-EIVQS,Male,,Yes,No,13,1999,5
4947-DSMXK,Male,,Yes,Yes,25,2009,6
7245-NIIWQ,Female,,No,No,19,2002,8
0002-ORFBO,Female,,Yes,Yes,1,2007,5
3324-OIRTO,Male,,Yes,Yes,11,1982,5
5414-OFQCB,Male,,No,No,13,1997,7
4967-WPNCF,Male,,No,No,8,2005,1
8552-OBVRU,Female,,Yes,Yes,10,2004,6
8499-BRXTD,Male,,No,No,11,2004,12
9154-QDGTH,Male,,Yes,Yes,1,1985,10
8197-BFWVU,Female,,Yes,Yes,21,1992,12
2577-GVSIL,Male,,Yes,Yes,25,2002,3
9367-OIUXP,Male,,No,No,3,1998,10
6770-UAYGJ,Female,,Yes,Yes,8,2012,3
6463-HHXJR,Female,,Yes,Yes,17,1982,11
7928-VJYAB,Male,,Yes,Yes,1,1983,4
1187-WILMM,Male,,Yes,Yes,19,2006,5
9776-OJUZI,Female,,No,No,27,2002,7
1306-RPWXZ,Female,,No,Yes,15,1985,11
8949-JTMAY,Female,,No,No,7,1991,3
2774-LVQUS,Female,,Yes,No,15,1985,3
3097-PYWXL,Female,,Yes,Yes,22,1982,4
2266-SJNAT,Female,,Yes,No,7,1991,4
0869-PAPRP,Female,,Yes,No,26,1990,3
4238-JSSWH,Female,,Yes,No,4,2010,1
2972-YDYUW,Female,,No,No,10,2012,8
1104-FEJAM,Male,,Yes,Yes,19,2012,3
2809-ILCYT,Female,,Yes,No,16,1992,9
5499-ECUTN,Female,,Yes,No,12,2006,2
4981-FLTMF,Female,,Yes,Yes,11,1980,9
9121-PHQSR,Male,,Yes,No,5,1984,9
3113-IWHLC,Male,,No,No,8,1995,5
3211-ILJTT,Male,,Yes,No,19,2009,9
4612-THJBS,Female,,No,No,1,2005,12
4277-BWBML,Male,,Yes,Yes,27,1984,5
4094-NSEDU,Female,,No,No,14,2006,5
0234-TEVTT,Female,,Yes,Yes,12,2003,10
4304-TSPVK,Female,,Yes,No,19,2010,6
1552-AAGRX,Female,,No,No,27,1986,8
2637-FKFSY,Female,,Yes,No,4,1992,4
9796-MVYXX,Female,,No,No,29,1998,1
7874-ECPQJ,Female,,No,Yes,15,1994,11
0020-INWCK,Female,,Yes,Yes,25,2008,7
7089-RKVSZ,Male,,Yes,Yes,17,1989,11
2683-JXWQQ,Male,,Yes,Yes,19,1989,9
9548-ZMVTX,Male,,Yes,Yes,6,1982,2
8739-XNIKG,Female,,No,No,22,1999,8
9755-JHNMN,Female,,No,No,12,1999,4
3981-QSVQI,Male,,No,No,29,1999,7
2789-HQBOU,Male,,No,No,30,1980,1
9424-CMPOG,Male,,Yes,Yes,6,1990,4
5067-WJEUN,Male,,Yes,Yes,3,2012,9
3450-WXOAT,Male,,No,No,16,1986,3
9251-WNSOD,Female,,Yes,No,12,2002,1
6974-DAFLI,Female,,Yes,No,3,1986,6
2616-UUTFK,Male,,Yes,No,2,2007,2
7064-JHXCE,Male,,Yes,Yes,27,1987,6
5103-MHMHY,Female,,No,Yes,10,2009,8
7989-AWGEH,Male,,Yes,Yes,9,1993,7
4373-VVHQL,Male,,No,No,1,2004,8
4559-UWIHT,Male,,Yes,No,27,2012,7
7268-IGMFD,Male,,No,No,25,1991,4
1846-XWOQN,Female,,No,No,15,1999,12
0235-KGSLC,Female,,No,No,27,2005,7
6650-BWFRT,Female,,Yes,No,6,1995,5
9570-KYEUA,Male,,No,No,5,1988,2
6993-YGFJV,Male,,Yes,No,3,1982,12
2712-SYWAY,Female,,No,No,12,2002,4
0730-BGQGF,Male,,Yes,Yes,4,1997,11
5498-IBWPI,Female,,Yes,Yes,16,2004,10
9101-NTIXF,Male,,No,No,2,2003,8
0013-SMEOE,Female,,Yes,No,20,1982,10
9314-QDMDW,Male,,No,No,30,2003,12
9308-ANMVE,Male,,No,Yes,28,1986,4
2884-GBPFB,Female,,Yes,No,10,2005,10
3757-NJYBX,Male,,Yes,No,20,1993,10
3413-DHLPB,Male,,Yes,Yes,2,1992,12
7649-PHJVR,Male,,No,No,29,1995,10
6114-TCFID,Female,,No,No,15,2012,10
3787-TRIAL,Male,,Yes,Yes,23,1994,5
2573-GYRUU,Male,,Yes,No,20,1999,1
5156-UMKOW,Female,,No,Yes,20,2011,2
1247-QBVSH,Female,,Yes,Yes,5,1981,5
6734-GMPVK,Male,,No,No,30,1995,3
9822-OAOVB,Female,,No,No,19,1987,5
6161-ERDGD,Male,,Yes,Yes,30,2008,12
1226-JZNKR,Female,,Yes,Yes,8,2007,10
7318-EIVKO,Male,,No,No,18,1984,11
3771-PZOBW,Male,,No,No,3,2007,5
5136-KCKGI,Female,,Yes,Yes,29,2006,3
8231-BSWXX,Male,,No,No,4,2004,11
6486-LHTMA,Female,,Yes,No,27,2000,12
4083-BFNYK,Female,,Yes,No,7,1994,3
3722-WPXTK,Male,,No,No,7,2007,12
7389-KBFIT,Female,,Yes,Yes,7,1980,10
